time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,RSI,EMA_50,EMA_200,SMA_50,SMA_200,BB_upper,BB_lower,MACD,MACD_signal,ATR,VWAP
2024-11-29 04:00:00,96651.9,96387.79,96610.08,130.91,12633237.73,96434.85,direct,,60.1082298225505,,,,,,,,,286.4254362579604,96158.67775849001
2024-11-29 04:15:00,96474.68,96334.37,96434.85,132.26,12745051.94,96355.55,direct,,57.12000971318409,,,,,,,,,275.9886193823917,96163.41761265503
2024-11-29 04:30:00,96388.73,96265.28,96355.55,69.47,6689638.74,96326.74,direct,,56.03018794237512,,,,,97080.81727411806,95237.24372588193,,,265.09300371222065,96165.45575028469
2024-11-29 04:45:00,96448.3,96273.13,96326.74,77.7,7485757.96,96292.0,direct,,54.67552452149382,,,,,97085.4385959021,95294.78140409793,,,258.66993201849044,96167.19852251113
2024-11-29 05:00:00,96352.92,96231.52,96292.0,57.73,5557237.67,96337.13,direct,,56.158437121022835,,,,,97074.26396723627,95386.81103276374,,,248.86493687431215,96168.91832095248
2024-11-29 05:15:00,96549.07,96314.83,96337.13,283.39,27313611.31,96491.72,direct,,60.87996685867635,,,,,97072.9531526145,95478.0848473855,,,247.82029852614735,96184.2142920079
2024-11-29 05:30:00,96523.67,96404.32,96491.72,63.03,6079392.91,96476.53,direct,,60.19398776912897,,,,,97079.14274715247,95540.78025284754,,,238.64384863142192,96187.26512237776
2024-11-29 05:45:00,96476.53,96192.43,96476.53,92.18,8880395.71,96201.89,direct,,49.36380474812272,,,,,97022.35306225588,95667.4289377441,,,241.8907165863208,96187.48473598006
2024-11-29 06:00:00,96403.97,96086.08,96201.89,99.29,9555292.31,96088.19,direct,,45.698063279020516,,,,,96947.87439907248,95799.66460092754,104.68828334745194,,247.31923683015498,96185.90587540247
2024-11-29 06:15:00,96267.5,96036.98,96088.19,87.61,8421443.73,96266.1,direct,,51.737390796481485,,,,,96909.13677664885,95885.90522335113,92.3220148938126,,246.11929134228708,96187.01417903526
2024-11-29 06:30:00,96375.81,96144.89,96266.1,102.5,9864901.43,96215.22,direct,,50.02389824211845,,,,,96851.64318571531,95988.45081428468,77.52243687579175,,245.03362767498075,96187.46353097659
2024-11-29 06:45:00,96372.53,96126.15,96215.22,415.48,39985888.34,96280.3,direct,,52.204372633370944,,,,,96814.77153710418,96059.51946289581,70.23544627049705,,245.12979712676818,96193.09477543467
2024-11-29 07:00:00,96428.87,96171.2,96280.3,94.89,9137950.24,96344.15,direct,,54.31058543103586,,,,,96809.34695711973,96051.11404288028,68.81930894419202,,246.02552590342748,96195.16008276163
2024-11-29 07:15:00,96344.56,95993.24,96344.15,141.39,13588506.55,96106.98,direct,,46.171563840560005,,,,,96816.75679673172,96008.6662032683,48.0059898544132,,253.54655976746784,96193.40296433635
2024-11-29 07:30:00,96150.34,95834.73,96106.98,145.93,14004826.12,95834.73,direct,,38.95481374369871,,,,,96819.07199442506,95917.67300557494,9.434232848419924,,257.97966264122016,96186.18513813082
2024-11-29 07:45:00,95834.73,95622.57,95834.73,198.07,18958547.82,95643.73,direct,,34.8404642693051,,,,,96823.00952029495,95800.20447970506,-36.12978455342818,,254.70682959541793,96171.79959419767
2024-11-29 08:00:00,95928.45,95641.09,95643.73,231.1,22135416.97,95801.4,direct,,40.43344017538788,,,,,96792.88476079362,95741.15723920637,-58.83868953146157,24.31597345227968,257.03919891003096,96160.6753001422
2024-11-29 08:15:00,95868.63,95736.74,95801.4,115.76,11089401.82,95857.64,direct,,42.334780438129236,,,,,96774.93212426027,95692.78387573974,-71.47365850819915,5.158047060183916,248.0999704164573,96156.18340252155
2024-11-29 08:30:00,95982.08,95771.77,95857.64,144.29,13829683.85,95933.05,direct,,44.875575891601336,,,,,96703.83822006072,95685.9597799393,-74.54272356395086,-10.78210706464304,245.40068681528163,96152.13344634866
2024-11-29 08:45:00,96015.03,95873.97,95933.05,99.53,9550275.43,95993.12,direct,,46.883282982985875,,,,,96642.46570892523,95685.63629107478,-71.30586315391702,-22.886858282497837,237.94778061418992,96150.16504515854
2024-11-29 09:00:00,96003.06,95894.47,95993.12,100.93,9686481.66,95936.01,direct,,45.19784331379633,,,,,96610.41181148749,95667.8061885125,-72.51304245484062,-32.8120951169664,228.70793914174754,96147.5095870405
2024-11-29 09:15:00,96172.66,95934.47,95936.01,127.99,12301150.23,96166.16,direct,,52.59408703107175,,,,,96590.6651656836,95668.6138343164,-54.272934585707844,-37.10426301071469,229.38522920305147,96147.79871748296
2024-11-29 09:30:00,96489.11,96120.81,96166.16,173.83,16743374.67,96488.1,direct,,60.603793676881644,,,,,96617.51304239713,95657.90195760285,-13.681933439394925,-32.419797096450736,239.30771283140513,96154.83101982292
2024-11-29 09:45:00,96488.1,96315.01,96488.1,125.37,12084629.92,96384.49,direct,,57.2512059409328,,,,,96629.71983311036,95654.94416688963,10.010867269986193,-23.933664223163355,234.57787620059125,96158.20605305157
2024-11-29 10:00:00,96758.78,96324.29,96384.49,249.12,24054905.8,96665.67,direct,,63.20078608259134,,,,,96691.35152232453,95626.16647767545,50.88983230132726,-8.968964918265232,248.85731361483508,96172.62880498361
2024-11-29 10:15:00,96674.43,96543.5,96665.67,141.79,13698108.82,96586.35,direct,,60.6369924427514,,,,,96709.34712368337,95617.63387631663,76.01004898056271,8.026837861500358,240.4339340709178,96179.21804135255
2024-11-29 10:30:00,96827.69,96561.45,96586.35,179.82,17386500.17,96826.04,direct,,65.22738504111014,,,,,96785.06326327473,95576.86873672527,113.94548884058895,29.210568057318078,242.27722449442402,96192.03461160701
2024-11-29 10:45:00,96889.24,96765.23,96826.04,171.96,16651503.88,96889.2,direct,,66.34125965249352,,,,,96893.88958161941,95536.77341838059,147.40686777546944,52.84982800094835,233.82956560196584,96205.01835078583
2024-11-29 11:00:00,96890.54,96616.56,96889.2,220.62,21345302.83,96668.87,direct,,59.21521615453932,,,,,96947.91053729257,95540.8204627074,154.3670151714614,73.15326543505097,236.6974537732537,96215.83382835926
2024-11-29 11:15:00,97019.69,96585.27,96668.87,252.19,24416933.1,97006.66,direct,,65.35872467887432,,,,,97059.6064731706,95503.18052682941,185.00716466779704,95.5240452816002,250.82049278944973,96236.37876041554
2024-11-29 11:30:00,97200.51,96964.71,97006.66,252.67,24527563.92,97161.06,direct,,67.75001859902414,,,,,97195.031933235,95462.33906676498,219.2214451601467,120.2635252573095,249.74760044734535,96259.89623585837
2024-11-29 11:45:00,97409.81,97158.73,97161.06,319.78,31119191.94,97293.9,direct,,69.68871452027192,,,,,97341.72814872398,95417.00285127602,254.12617836457503,147.0360558787626,249.84277184396367,96292.21853068795
2024-11-29 12:00:00,97512.89,97262.36,97293.9,555.51,54116097.14,97458.56,direct,,71.94038994064714,96343.68967758333,,96297.5112,,97505.78992670245,95364.38207329754,291.7124373895349,175.97133218091707,249.89185956939474,96352.35183694727
2024-11-29 12:15:00,97548.57,97232.72,97458.56,409.76,39904733.3,97269.78,direct,,65.89650271217926,96380.00694512908,,96329.49859999999,,97611.57208486642,95374.87991513357,302.7766296468326,201.3323916741002,254.6031553144384,96385.95301976596
2024-11-29 12:30:00,97332.93,97021.82,97269.78,424.69,41265571.9,97026.93,direct,,59.026492942630725,96405.37647669265,,96359.46559999998,,97651.34824510975,95454.32375489024,288.62206084959325,218.79032550919882,258.63935850626325,96409.34373917927
2024-11-29 12:45:00,97084.39,96936.18,97026.93,458.62,44484400.54,96967.84,direct,,57.456862331022876,96427.43386976352,,96386.98060000001,,97647.80162747922,95590.28137252077,269.5294264830882,228.93814570397672,250.75154718438776,96430.48272529105
2024-11-29 13:00:00,97106.09,96835.06,96967.84,422.61,40963330.66,96962.89,direct,,57.31935442702952,96448.43214938065,,96410.4848,,97643.96430422155,95710.26769577847,251.10437760355126,233.37139208389164,252.20000809978856,96448.41421378148
2024-11-29 13:15:00,96963.42,96803.8,96962.89,240.0,23243766.57,96864.13,direct,,54.51604729630411,96464.73402587553,,96437.7014,,97620.3862354728,95834.49476452719,225.92891905002762,231.88289747711883,245.5871503783748,96456.20997679986
2024-11-29 13:30:00,97142.73,96860.46,96864.13,283.07,27458295.26,97074.89,direct,,59.11182401270316,96488.66171113531,,96468.9868,,97610.51499276549,95958.55000723452,220.44263193201914,229.5948443680989,248.20735392277584,96469.61845332647
2024-11-29 13:45:00,97294.85,97051.61,97074.89,329.27,31995998.88,97257.93,direct,,62.642226396734074,96518.82909501236,,96498.32400000001,,97613.15128853718,96082.39471146282,228.23357356968336,229.32259020841582,247.85254292829222,96489.0363296591
2024-11-29 14:00:00,97305.88,97035.86,97257.93,317.81,30882185.85,97089.89,direct,,57.71537627409444,96541.22364030601,,96524.8278,,97551.9585380143,96258.97546198568,218.33173498301767,227.1244191633362,249.43593271912877,96502.9897443338
2024-11-29 14:15:00,97305.0,96957.46,97089.89,440.12,42771636.57,97303.09,direct,,61.81849786957512,96571.10075245088,,96552.12299999999,,97534.44202791233,96390.18497208768,225.09318070589507,226.718171471848,256.44336609633336,96527.92165976373
2024-11-29 14:30:00,97652.2,97195.63,97303.09,1217.57,118647230.01,97599.4,direct,,66.66059554959334,96611.42621313909,,96574.462,,97610.48404210295,96425.27295789703,251.46271019584674,231.66707921664775,270.7381256608804,96613.17094824917
2024-11-29 14:45:00,98144.2,97543.88,97599.4,1955.2,191388779.26,98098.92,direct,,72.89997599806462,96669.7593028199,,96607.2932,,97793.00740700994,96414.19259299008,309.1046753495466,247.15459844322754,294.2796881136741,96782.16492866167
2024-11-29 15:00:00,98665.84,97987.39,98098.92,1895.84,186350311.71,98615.08,direct,,77.57097854516479,96746.04638898383,,96645.1646,,98126.18584440804,96275.95515559196,391.9183554517367,276.1073498449294,321.7204246769829,96964.91850091303
2024-11-29 15:15:00,98735.69,98232.33,98615.08,2068.34,203788384.38,98232.37,direct,,68.1865222329331,96804.33358941584,,96674.23120000001,,98266.16550444407,96300.57749555592,421.80498965771403,305.2468778074863,334.69468005719847,97089.53003806116
2024-11-29 15:30:00,98409.49,97807.17,98232.37,1627.47,159668116.5,98316.62,direct,,69.07352515246667,96863.63893885052,,96706.70120000001,,98414.00458586428,96301.7964141357,447.1343470594584,333.6243716578808,353.8107743388277,97177.29352487656
2024-11-29 15:45:00,98562.55,98143.53,98316.62,1418.82,139561795.34,98151.39,direct,,65.23221224557062,96914.13898046422,,96739.311,,98507.93855781798,96334.08144218201,448.7029963393434,356.6400965941733,358.46857617176886,97234.60645607232
2024-11-29 16:00:00,98481.72,98151.35,98151.39,1170.79,115119383.77,98232.04,direct,,66.21970000102903,96965.8213733872,,96769.7072,,98583.32241046258,96415.01458953742,451.25218883680645,375.56251504269994,356.4615350166422,97280.77377296535
2024-11-29 16:15:00,98346.26,97850.08,98232.04,1179.45,115739877.77,98345.21,direct,,67.60990397161062,97019.91504501906,,96804.40980000001,,98685.07627684867,96447.1157231513,457.1347506073507,391.8769621556301,366.4414253725958,97328.10533895613
2024-11-29 16:30:00,98590.06,97976.94,98345.21,1218.95,119789216.69,98209.33,direct,,64.19390505972632,97066.55876874381,,96839.8994,,98754.76093499993,96482.25806500007,445.69465227250475,402.6405001790051,384.0613235602672,97366.876761555
2024-11-29 16:45:00,98231.77,97884.39,98209.33,767.09,75224019.77,97928.9,direct,,57.7130132494603,97100.37607193034,,96871.36639999998,,98783.9390228544,96516.5799771456,409.2819865996571,403.9687974631355,381.4412290202485,97381.98736685058
2024-11-29 17:00:00,97960.35,97213.2,97928.9,1145.76,111785105.56,97231.81,direct,,45.43383204619028,97105.53034361935,,96889.4678,,98784.51589054952,96493.32810945046,320.48104356139083,387.27124668278657,407.5632840902314,97376.2177689017
2024-11-29 17:15:00,97386.44,97029.23,97231.81,1040.95,101172407.81,97096.08,direct,,43.49343310997218,97105.15974190879,,96905.54939999999,,98789.44619998263,96471.02780001736,236.42798512899026,357.10259437202734,403.9666209409296,97366.80436792572
2024-11-29 17:30:00,97461.59,97049.12,97096.08,1063.42,103430443.22,97200.4,direct,,45.42273350185314,97108.89465399079,,96922.8148,,98782.42313787481,96495.39786212519,176.20193666908017,320.92246283143794,404.5740051594347,97361.27777786487
2024-11-29 17:45:00,97421.58,97055.41,97200.4,823.18,80087871.77,97064.49,direct,,43.346284245493635,97107.15329501076,,96934.2702,,98776.6385820041,96510.8474179959,116.16646352619864,279.97126297039006,401.8308619337607,97353.83680721336
2024-11-29 18:00:00,97248.03,96944.92,97064.49,671.41,65182161.19,97219.45,direct,,46.35729039002759,97111.55708736328,,96949.1286,,98763.85909161682,96549.28290838317,80.16777130855189,240.01056463802243,394.779371795635,97351.14942486181
2024-11-29 18:15:00,97388.46,97166.96,97219.45,649.74,63210952.12,97358.77,direct,,48.98259757122873,97121.25171138826,,96972.2662,,98737.61013808269,96624.99586191731,62.16392103765975,204.44123591794988,382.4022738102325,97351.29439637327
2024-11-29 18:30:00,97438.53,97240.44,97358.77,500.01,48683557.12,97350.24,direct,,48.82504253182471,97130.231644275,,96997.5072,,98726.28327650126,96663.85772349875,46.66946374805411,172.88688148397074,369.23711139521566,97351.27917086324
2024-11-29 18:45:00,97458.69,97210.23,97350.24,284.09,27656226.46,97276.77,direct,,47.41051675043799,97135.97824646029,,97017.7206,,98725.65949741,96666.36550259,28.137231241969857,143.93695143557056,360.6101748669865,97350.67293689976
2024-11-29 19:00:00,97297.09,97012.14,97276.77,303.96,29520937.58,97012.31,direct,,42.62362846878343,97131.128511305,,97033.6624,,98731.42444935511,96652.84255064491,-7.799500564695336,113.5896610355174,355.20587666220155,97347.75957123375
2024-11-29 19:15:00,97210.49,96981.38,97012.31,217.26,21100275.76,97184.98,direct,,46.42697871618888,97133.24033439108,,97051.756,,98735.58787307712,96636.86812692288,-22.091931460920023,86.45334253622991,346.1990283291872,97346.76392384067
2024-11-29 19:30:00,97445.01,97168.72,97184.98,505.65,49246681.23,97335.65,direct,,49.568429883361915,97141.17796833653,,97071.586,,98733.00921137758,96613.07178862243,-21.018685793169425,64.95893687035004,341.20552630567335,97346.60749892316
2024-11-29 19:45:00,97536.65,97316.13,97335.65,467.82,45585004.28,97438.48,direct,,51.65214855659305,97152.83687153902,,97098.216,,98685.91568189285,96594.12131810714,-11.735331656949711,49.6200831648901,332.5851315695531,97347.78903657362
2024-11-29 20:00:00,97453.61,97303.0,97438.48,404.27,39365520.34,97449.44,direct,,51.88035840361098,97164.46836677278,,97130.51019999999,,98529.063685386,96634.409314614,-3.45401053421665,39.00526442506875,319.58690788601365,97348.90556774431
2024-11-29 20:15:00,97575.0,97422.27,97449.44,331.62,32331284.7,97575.0,direct,,54.528388880471525,97180.56764650719,,97169.13559999998,,98448.00743792069,96649.72856207928,13.089748300233623,33.822161200101725,307.6685573227267,97350.92698457287
2024-11-29 20:30:00,97719.58,97497.88,97575.0,476.37,46488010.09,97576.87,direct,,54.56848780923608,97196.10891527162,,97204.645,,98339.67734941376,96684.08365058624,26.051385583050433,32.268006076691464,301.52794608538886,97353.7946963307
2024-11-29 20:45:00,97603.89,97397.81,97576.87,444.08,43283959.35,97416.26,direct,,50.45322987168082,97204.74229114331,,97235.81739999999,,98249.64168128063,96700.60631871936,23.09743888916273,30.433892639185718,294.71023565071835,97354.52425345781
2024-11-29 21:00:00,97532.23,97373.31,97416.26,193.35,18837782.76,97423.11,direct,,50.624259533413934,97213.30573070633,,97265.61859999999,,98126.98573062803,96742.36926937195,21.06631325845956,28.560376763040487,285.01093310423835,97354.87111422437
2024-11-29 21:15:00,97441.51,97087.7,97423.11,406.26,39511054.37,97308.5,direct,,47.65993236712608,97217.03883930607,,97291.92619999999,,97935.93627364987,96829.7477263501,10.092225504980888,24.86674651142857,289.9251521682212,97354.38439871078
2024-11-29 21:30:00,97377.91,97228.97,97308.5,196.2,19090557.3,97361.34,direct,,49.13863366063644,97222.69770835289,,97320.4328,,97743.18111190016,96937.70388809982,5.594439082662575,21.01228502567537,279.85478415620554,97354.41949534025
2024-11-29 21:45:00,97473.58,97355.7,97361.34,186.12,18134109.56,97469.68,direct,,52.12514618158872,97232.38328841749,,97346.5032,,97624.35864129805,97010.60435870194,10.649285172505188,18.939685055041334,268.28515671647693,97354.9693048805
2024-11-29 22:00:00,97497.44,97405.79,97469.68,260.17,25353392.78,97455.93,direct,,51.71014377748611,97241.14982612661,,97365.8598,,97638.58580324684,97018.78919675316,13.391409201038186,17.830029884240705,255.66835980815776,97355.63816787537
2024-11-29 22:15:00,97498.88,97311.99,97455.93,219.67,21397850.77,97401.95,direct,,50.02624456437684,97247.45571529811,,97386.209,,97636.13442331775,97051.82757668225,11.081091454732814,16.480242198339127,250.75561982186073,97355.89567504641
2024-11-29 22:30:00,97563.86,97401.88,97401.95,132.86,12955256.36,97503.05,direct,,53.10629517543944,97257.47902058053,,97402.9566,,97651.3037482481,97066.92325175191,17.209690468822373,16.626131852435776,244.41450412029897,97356.38940181518
2024-11-29 22:45:00,97551.48,97326.18,97503.05,93.48,9106682.16,97375.25,direct,,48.99540740380949,97262.09749036169,,97418.73460000001,,97633.68991292614,97115.61308707387,11.620305759410257,15.624966633830674,243.04918239742068,97356.43377904777
2024-11-29 23:00:00,97424.86,97175.21,97375.25,379.97,36969295.24,97294.77,direct,,46.5516050840737,97263.37876524948,,97428.1092,,97630.41527386973,97126.41972613029,0.6886760781490011,12.63770852269434,243.52066936903307,97355.8503510456
2024-11-29 23:15:00,97386.77,97264.21,97294.77,177.9,17313109.1,97312.46,direct,,47.1753001184476,97265.30351955342,,97436.5744,,97629.62577676323,97122.57822323676,-6.472671120311134,8.815632594093245,234.8806215569591,97355.65894126294
2024-11-29 23:30:00,97470.12,97309.98,97312.46,151.77,14782102.21,97419.19,direct,,50.89817637103762,97271.3382834925,,97451.5808,,97633.44772941347,97125.65127058652,-3.495576519446331,6.35339077138533,229.542005731462,97355.89732988265
2024-11-29 23:45:00,97530.42,97341.51,97419.19,138.34,13479396.12,97510.92,direct,,53.90498046642996,97280.73364492417,,97461.666,,97646.70751419854,97135.80648580145,6.194233512796927,6.321559319667649,226.63971960778642,97356.42595210207
2024-11-30 00:00:00,97514.26,97266.37,97510.92,234.3,22806191.77,97278.1,direct,,46.17607339534226,97280.63036473107,,97464.0068,,97600.47826753989,97208.6147324601,-4.857160148705589,4.085815425993002,228.15759677865876,97355.97664861406
2024-11-30 00:15:00,97404.45,97230.7,97278.1,258.82,25190393.82,97294.75,direct,,46.76393323242263,97281.18407591809,,97464.0238,,97586.21084312358,97233.85915687642,-12.132102075542207,0.8422319256859603,224.27133986589743,97355.59115803888
2024-11-30 00:30:00,97314.31,97005.14,97294.75,347.37,33744058.82,97032.35,direct,,39.451012835269054,97271.42587686249,,97455.49960000001,,97634.74618681373,97154.99381318626,-38.62577906009392,-7.051370271470016,230.33552987547608,97352.88773011141
2024-11-30 00:45:00,97133.25,96996.52,97032.35,284.68,27627777.69,97018.13,direct,,39.094222693751185,97261.49270522082,,97450.4666,,97663.30004770993,97084.40495229009,-60.07711254872265,-17.656518726920545,223.64942059865606,97350.61104136227
2024-11-30 01:00:00,97018.17,96789.19,97018.13,446.59,43260379.45,96824.45,direct,,34.515552318419864,97244.35377560432,,97446.41700000002,,97715.56370201065,96969.64229798935,-91.64932981133461,-32.45508094380336,224.03017627018033,97345.06688250139
2024-11-30 01:15:00,96844.25,96659.0,96824.45,281.56,27242487.11,96742.15,direct,,32.759782617830425,97224.65950989435,,97441.90319999999,,97740.81318208716,96861.10781791287,-121.90620282549935,-50.34530532014256,221.26016367945317,97341.09260112581
2024-11-30 01:30:00,96882.6,96680.7,96742.15,380.7,36841888.24,96700.61,direct,,31.87832870981329,97204.10854872203,,97436.65759999999,,97749.74368369942,96764.55131630057,-147.53621783289418,-69.78348782269288,219.87729484520716,97335.43347631503
2024-11-30 01:45:00,96761.46,96465.78,96700.61,399.14,38548545.85,96467.42,direct,,27.418392040677787,97175.21880171332,,97428.7234,,97804.111568323,96615.29943167699,-184.53744078360614,-92.73427841487553,225.29177378483578,97327.48218059278
2024-11-30 02:00:00,96612.15,96352.1,96467.42,396.15,38217597.15,96612.15,direct,,33.62521813344175,97153.13767223436,,97419.46860000001,,97808.72628585121,96529.58871414879,-199.87859904090874,-114.16314254008218,227.77450422877524,97321.04422091645
2024-11-30 02:15:00,96621.85,96454.07,96612.15,216.29,20878172.47,96588.92,direct,,33.135427027160034,97131.01148900948,,97406.0884,,97816.78812755887,96449.56887244114,-211.47331164659408,-133.62517636138458,223.48918249814838,97317.46223129412
2024-11-30 02:30:00,96735.46,96507.78,96588.92,200.03,19327512.4,96586.71,direct,,33.08605073624955,97109.66633257775,,97396.0248,,97809.0347390525,96379.8592609475,-218.32383221632335,-150.56490753237233,223.78852660542404,97314.16741954617
2024-11-30 02:45:00,96713.93,96561.64,96586.71,135.55,13098693.02,96638.07,direct,,35.49184207226496,97091.17235875117,,97382.7244,,97772.04375023193,96333.68924976808,-217.10593428985158,-163.8731128838682,218.68148899075044,97312.10775410464
2024-11-30 03:00:00,96755.13,96582.43,96638.07,507.47,49047414.72,96727.29,direct,,39.557278652994185,97076.90246232956,,97365.28219999999,,97723.97582686305,96308.89317313695,-206.56033409915108,-172.4105571269248,215.39709691998337,97305.51191417547
2024-11-30 03:15:00,96727.29,96438.87,96727.29,435.07,42015286.56,96496.59,direct,,33.651617176171825,97054.14511086565,,97333.2356,,97690.01362047216,96252.31937952785,-214.34756660957646,-180.79795902345515,220.61301856855587,97297.7713679428
2024-11-30 03:30:00,96611.14,96470.27,96496.59,104.0,10040821.73,96602.35,direct,,38.20617042508946,97036.42765553758,,97292.981,,97618.41300945339,96233.84999054659,-209.56927223331877,-186.55222166542788,214.91708867080155,97296.18471128802
2024-11-30 03:45:00,96706.09,96558.47,96602.35,160.25,15487616.58,96681.31,direct,,41.438375716705515,97022.50147296749,,97261.95979999998,,97559.32984289368,96223.53915710632,-197.13853706976806,-188.66948474629592,210.11015376574395,97294.02840136207
2024-11-30 04:00:00,96809.32,96490.38,96681.31,1868.19,180665269.83,96705.53,direct,,42.433045135576116,97010.07121912563,,97229.73799999998,,97507.71884555301,96216.226154447,-183.22068431120715,-187.57972465927816,217.8837142110481,97270.89990889942
2024-11-30 04:15:00,96793.69,96640.92,96705.53,852.62,82441235.02,96664.33,direct,,41.15257221598657,96996.51273994423,,97199.9968,,97446.0174026718,96213.11459732818,-173.51500839710934,-184.76678140684442,213.23273462454495,97260.21346553312
2024-11-30 04:30:00,96733.95,96491.27,96664.33,1040.95,100604963.86,96668.86,direct,,41.36209454697336,96983.66361288758,,97168.7332,,97348.84063873967,96235.25836126032,-163.57209982170025,-180.52784508981557,215.33611072279123,97247.76728035395
2024-11-30 04:45:00,96743.97,96597.62,96668.86,1070.24,103506483.61,96736.27,direct,,44.527238225850134,96973.96190257827,,97136.5544,,97201.96258097012,96304.6714190299,-148.54056632447464,-174.13038933674738,210.4085313854494,97236.92609511525
2024-11-30 05:00:00,96840.11,96736.26,96736.27,317.42,30723094.48,96823.06,direct,,48.389842438790595,96968.04418090855,,97108.829,,97111.49231734546,96349.63768265455,-128.14753505088447,-164.9338184795748,202.79720771506058,97234.3386745295
2024-11-30 05:15:00,96930.74,96815.23,96823.27,83.15,8054991.77,96857.92,direct,,49.898846890215424,96963.7255855788,,97087.40940000002,,96996.43921554399,96421.007784456,-107.92886342569545,-153.53282746879893,196.56240716398548,97233.72269367629
2024-11-30 05:30:00,96951.65,96719.83,96857.92,1220.84,118228685.73,96870.38,direct,,50.456440622611666,96960.06497437964,,97080.1808,,96959.07757332825,96442.17242667175,-89.8641051617742,-140.799083007394,199.08080665227172,97225.2002869743
2024-11-30 05:45:00,97237.46,96705.7,96870.38,3164.76,306794852.1,97161.26,invert_divide,ETH,61.2881030677275,96967.95497538436,,97081.4844,,97005.88870610375,96409.67429389624,-51.482609597063856,-122.93578832532796,222.84360617711013,97221.53181424811
2024-11-30 06:00:00,97279.04,96710.18,97161.26,2837.14,275417116.94,96961.37,direct,,52.75286137067464,96967.69674105557,,97076.7038,,97028.98327480778,96400.27172519223,-36.77058190848038,-105.70274704195845,247.55906287874515,97208.78840651791
2024-11-30 06:15:00,97084.79,96698.18,96961.37,2583.69,250403319.52,96872.07,direct,,49.44028654165067,96963.94667277888,,97072.85540000001,,97042.77065396066,96399.47634603934,-31.948673241829965,-90.95193228193276,257.49127267312053,97194.43233942964
2024-11-30 06:30:00,97025.06,96622.69,96924.59,1358.22,131461385.48,96996.74,direct,,53.80182475810334,96965.23268561109,,97068.4012,,97078.98785541218,96392.87214458783,-17.861551941838115,-76.33385621391383,267.83975319646873,97190.10418467142
2024-11-30 06:45:00,97058.38,96659.05,96996.74,683.56,66267709.36,96692.05,direct,,43.84658401071263,96954.51963911655,,97055.06680000002,,97068.33072743472,96425.99227256532,-30.92683808070433,-67.25245258727193,277.2319136824354,97184.66759428105
2024-11-30 07:00:00,96854.53,96615.67,96692.05,639.33,61881781.5,96835.64,direct,,48.66717825042688,96949.85769248453,,97044.7748,,97075.46414888623,96441.20785111377,-29.35625784099102,-59.67321363801575,274.4910627051186,97181.14578212058
